filename,width,height,class,xmin,ymin,xmax,ymax
1480.jpg,256,256,grape_healthy,16,18,234,247
68.JPG,256,256,apple_black_rot,26,5,254,192
562.JPG,256,256,apple_healthy,71,25,228,231
2278.jpg,256,256,pepperbell_bacterial,23,7,242,243
2747.jpg,256,256,pepperbell_healthy,21,1,250,256
1166.JPG,256,256,grape_black_rot,21,32,245,232
452.JPG,256,256,apple_black_rot,29,17,236,240
1632.jpg,256,256,grape_healthy,19,2,241,245
1626.jpg,256,256,grape_healthy,25,19,230,235
944.JPG,256,256,apple_healthy,5,4,244,238
2417.jpg,256,256,pepperbell_healthy,8,2,253,256
189.JPG,256,256,apple_black_rot,36,21,213,177
917.JPG,256,256,apple_healthy,24,2,250,233
1132.JPG,256,256,grape_black_rot,17,27,242,232
1931.jpg,256,256,pepperbell_bacterial,32,20,229,247
2186.jpg,256,256,pepperbell_bacterial,24,4,240,237
1085.JPG,256,256,grape_black_rot,45,18,233,240
2656.jpg,256,256,pepperbell_healthy,28,9,224,241
1500.jpg,256,256,grape_healthy,18,1,245,247
2041.jpg,256,256,pepperbell_bacterial,36,21,227,243
2682.jpg,256,256,pepperbell_healthy,12,9,238,256
2874.jpg,256,256,pepperbell_healthy,5,6,252,256
2692.jpg,256,256,pepperbell_healthy,22,16,231,237
2871.jpg,256,256,pepperbell_healthy,36,4,229,242
1371.JPG,256,256,grape_black_rot,11,14,240,236
2565.jpg,256,256,pepperbell_healthy,29,14,220,242
200.JPG,256,256,apple_black_rot,14,9,245,219
2369.jpg,256,256,pepperbell_bacterial,10,9,245,256
1182.JPG,256,256,grape_black_rot,23,4,224,234
874.JPG,256,256,apple_healthy,58,13,218,204
1227.JPG,256,256,grape_black_rot,16,13,236,241
2321.jpg,256,256,pepperbell_bacterial,22,4,241,236
2515.jpg,256,256,pepperbell_healthy,15,25,222,234
894.JPG,256,256,apple_healthy,43,8,210,239
2470.jpg,256,256,pepperbell_healthy,13,7,243,256
2846.jpg,256,256,pepperbell_healthy,6,4,242,256
2342.jpg,256,256,pepperbell_bacterial,20,4,241,251
898.JPG,256,256,apple_healthy,41,22,229,221
387.JPG,256,256,apple_black_rot,15,16,233,215
2825.jpg,256,256,pepperbell_healthy,14,1,237,256
119.JPG,256,256,apple_black_rot,23,10,237,183
1137.JPG,256,256,grape_black_rot,13,11,241,233
169.JPG,256,256,apple_black_rot,24,8,228,203
1537.jpg,256,256,grape_healthy,29,1,241,249
2583.jpg,256,256,pepperbell_healthy,28,5,237,247
644.JPG,256,256,apple_healthy,32,10,221,234
485.JPG,256,256,apple_healthy,44,7,195,233
2664.jpg,256,256,pepperbell_healthy,17,9,241,256
337.JPG,256,256,apple_black_rot,22,15,230,231
2506.jpg,256,256,pepperbell_healthy,23,7,234,233
958.JPG,256,256,apple_healthy,11,1,211,241
340.JPG,256,256,apple_black_rot,3,7,201,183
1004.JPG,256,256,grape_black_rot,34,12,242,237
1663.jpg,256,256,grape_healthy,11,17,236,218
1603.jpg,256,256,grape_healthy,13,9,245,243
2707.jpg,256,256,pepperbell_healthy,6,7,240,241
1298.JPG,256,256,grape_black_rot,20,21,243,238
266.JPG,256,256,apple_black_rot,6,7,251,173
102.JPG,256,256,apple_black_rot,24,12,239,238
952.JPG,256,256,apple_healthy,69,12,252,216
19.JPG,256,256,apple_black_rot,16,7,244,199
1005.JPG,256,256,grape_black_rot,17,17,247,247
2385.jpg,256,256,pepperbell_bacterial,22,7,241,226
2236.jpg,256,256,pepperbell_bacterial,10,4,237,241
972.JPG,256,256,grape_black_rot,17,9,238,239
1695.jpg,256,256,grape_healthy,5,8,247,248
2513.jpg,256,256,pepperbell_healthy,21,1,246,244
708.JPG,256,256,apple_healthy,16,9,253,256
730.JPG,256,256,apple_healthy,18,7,224,195
2116.jpg,256,256,pepperbell_bacterial,18,13,240,254
859.JPG,256,256,apple_healthy,37,14,241,227
2151.jpg,256,256,pepperbell_bacterial,56,4,248,242
552.JPG,256,256,apple_healthy,33,3,239,214
1606.jpg,256,256,grape_healthy,16,20,241,231
2147.jpg,256,256,pepperbell_bacterial,31,10,248,256
1960.jpg,256,256,pepperbell_bacterial,9,8,240,248
196.JPG,256,256,apple_black_rot,8,13,237,211
1514.jpg,256,256,grape_healthy,7,14,251,245
1325.JPG,256,256,grape_black_rot,19,9,225,243
1455.jpg,256,256,grape_healthy,14,11,241,254
1453.jpg,256,256,grape_healthy,24,13,226,230
2131.jpg,256,256,pepperbell_bacterial,3,17,202,228
2749.jpg,256,256,pepperbell_healthy,11,16,256,255
1489.jpg,256,256,grape_healthy,22,19,233,226
1652.jpg,256,256,grape_healthy,10,1,235,251
2437.jpg,256,256,pepperbell_healthy,11,6,253,256
2778.jpg,256,256,pepperbell_healthy,17,4,235,256
2306.jpg,256,256,pepperbell_bacterial,28,1,246,249
2262.jpg,256,256,pepperbell_bacterial,18,11,237,248
2510.jpg,256,256,pepperbell_healthy,6,4,236,256
353.JPG,256,256,apple_black_rot,14,8,232,198
5.JPG,256,256,apple_black_rot,18,12,239,244
401.JPG,256,256,apple_black_rot,14,4,238,213
256.JPG,256,256,apple_black_rot,26,10,221,220
2811.jpg,256,256,pepperbell_healthy,9,6,239,247
1536.jpg,256,256,grape_healthy,1,1,226,256
1647.jpg,256,256,grape_healthy,24,9,226,239
1142.JPG,256,256,grape_black_rot,27,27,228,243
1631.jpg,256,256,grape_healthy,21,31,224,232
229.JPG,256,256,apple_black_rot,17,20,244,244
823.JPG,256,256,apple_healthy,26,23,229,234
2722.jpg,256,256,pepperbell_healthy,22,2,239,256
2392.jpg,256,256,pepperbell_bacterial,28,14,235,256
2409.jpg,256,256,pepperbell_healthy,18,6,251,255
405.JPG,256,256,apple_black_rot,10,4,248,194
493.JPG,256,256,apple_healthy,48,1,251,242
2170.jpg,256,256,pepperbell_bacterial,30,11,217,246
454.JPG,256,256,apple_black_rot,28,17,240,238
2070.jpg,256,256,pepperbell_bacterial,19,3,246,242
1429.JPG,256,256,grape_black_rot,12,19,247,243
1773.jpg,256,256,grape_healthy,18,19,230,235
801.JPG,256,256,apple_healthy,26,15,256,204
1287.JPG,256,256,grape_black_rot,2,14,230,222
2185.jpg,256,256,pepperbell_bacterial,30,1,236,250
2255.jpg,256,256,pepperbell_bacterial,8,4,247,243
1955.jpg,256,256,pepperbell_bacterial,10,6,246,251
2631.jpg,256,256,pepperbell_healthy,39,8,223,246
602.JPG,256,256,apple_healthy,39,1,215,246
1418.JPG,256,256,grape_black_rot,24,14,232,231
832.JPG,256,256,apple_healthy,45,11,227,256
1768.jpg,256,256,grape_healthy,18,5,256,246
1978.jpg,256,256,pepperbell_bacterial,3,1,249,253
465.JPG,256,256,apple_black_rot,19,21,239,228
1299.JPG,256,256,grape_black_rot,25,12,246,243
459.JPG,256,256,apple_black_rot,28,7,229,197
2488.jpg,256,256,pepperbell_healthy,15,1,253,256
344.JPG,256,256,apple_black_rot,74,15,248,192
535.JPG,256,256,apple_healthy,57,12,205,245
742.JPG,256,256,apple_healthy,52,11,232,215
634.JPG,256,256,apple_healthy,19,29,213,237
2801.jpg,256,256,pepperbell_healthy,36,4,226,256
1446.jpg,256,256,grape_healthy,33,15,228,239
2447.jpg,256,256,pepperbell_healthy,7,8,248,244
447.JPG,256,256,apple_black_rot,6,9,227,185
2312.jpg,256,256,pepperbell_bacterial,13,6,244,247
241.JPG,256,256,apple_black_rot,26,11,237,215
994.JPG,256,256,grape_black_rot,15,15,240,243
301.JPG,256,256,apple_black_rot,17,18,245,225
1024.JPG,256,256,grape_black_rot,51,30,247,248
1636.jpg,256,256,grape_healthy,27,1,242,252
2279.jpg,256,256,pepperbell_bacterial,4,7,242,252
2214.jpg,256,256,pepperbell_bacterial,22,4,239,241
2720.jpg,256,256,pepperbell_healthy,12,2,236,256
1460.jpg,256,256,grape_healthy,38,15,243,239
206.JPG,256,256,apple_black_rot,17,16,231,194
2504.jpg,256,256,pepperbell_healthy,16,1,231,249
2267.jpg,256,256,pepperbell_bacterial,19,13,218,251
2313.jpg,256,256,pepperbell_bacterial,11,8,250,254
686.JPG,256,256,apple_healthy,23,20,241,227
2028.jpg,256,256,pepperbell_bacterial,14,3,237,246
930.JPG,256,256,apple_healthy,22,4,235,226
260.JPG,256,256,apple_black_rot,16,14,245,210
2440.jpg,256,256,pepperbell_healthy,26,9,244,207
890.JPG,256,256,apple_healthy,46,18,224,229
2389.jpg,256,256,pepperbell_bacterial,12,1,237,251
1917.jpg,256,256,grape_healthy,31,20,237,245
915.JPG,256,256,apple_healthy,46,9,235,227
392.JPG,256,256,apple_black_rot,12,16,239,226
1274.JPG,256,256,grape_black_rot,15,17,249,242
87.JPG,256,256,apple_black_rot,33,7,244,183
236.JPG,256,256,apple_black_rot,9,14,254,206
430.JPG,256,256,apple_black_rot,4,8,202,170
1345.JPG,256,256,grape_black_rot,7,7,236,251
237.JPG,256,256,apple_black_rot,23,11,231,212
2770.jpg,256,256,pepperbell_healthy,14,5,247,256
2096.jpg,256,256,pepperbell_bacterial,10,6,249,256
2845.jpg,256,256,pepperbell_healthy,24,12,240,256
469.JPG,256,256,apple_black_rot,26,24,238,232
2140.jpg,256,256,pepperbell_bacterial,7,2,244,250
1893.jpg,256,256,grape_healthy,30,15,240,245
910.JPG,256,256,apple_healthy,14,5,217,229
257.JPG,256,256,apple_black_rot,18,9,237,226
2030.jpg,256,256,pepperbell_bacterial,9,7,241,212
847.JPG,256,256,apple_healthy,21,21,234,248
903.JPG,256,256,apple_healthy,24,1,241,256
668.JPG,256,256,apple_healthy,49,14,212,250
1234.JPG,256,256,grape_black_rot,29,14,242,244
1194.JPG,256,256,grape_black_rot,20,10,249,244
1751.jpg,256,256,grape_healthy,26,1,245,242
302.JPG,256,256,apple_black_rot,13,10,251,177
2018.jpg,256,256,pepperbell_bacterial,21,9,240,233
938.JPG,256,256,apple_healthy,3,1,256,243
1759.jpg,256,256,grape_healthy,9,8,253,245
866.JPG,256,256,apple_healthy,17,20,231,215
1969.jpg,256,256,pepperbell_bacterial,18,1,235,256
2094.jpg,256,256,pepperbell_bacterial,16,18,244,254
298.JPG,256,256,apple_black_rot,7,9,242,186
1597.jpg,256,256,grape_healthy,21,17,222,234
451.JPG,256,256,apple_black_rot,20,2,243,233
961.JPG,256,256,grape_black_rot,16,1,222,245
2034.jpg,256,256,pepperbell_bacterial,12,4,245,240
523.JPG,256,256,apple_healthy,27,19,234,241
2767.jpg,256,256,pepperbell_healthy,25,2,237,249
104.JPG,256,256,apple_black_rot,10,5,251,225
1283.JPG,256,256,grape_black_rot,22,14,249,209
2291.jpg,256,256,pepperbell_bacterial,14,4,217,249
2115.jpg,256,256,pepperbell_bacterial,11,8,232,250
803.JPG,256,256,apple_healthy,6,6,249,256
2184.jpg,256,256,pepperbell_bacterial,14,8,245,248
2793.jpg,256,256,pepperbell_healthy,25,18,223,242
1485.jpg,256,256,grape_healthy,9,6,222,241
156.JPG,256,256,apple_black_rot,28,16,232,183
1161.JPG,256,256,grape_black_rot,14,23,246,235
1251.JPG,256,256,grape_black_rot,18,25,244,233
753.JPG,256,256,apple_healthy,27,22,239,236
1353.JPG,256,256,grape_black_rot,15,12,249,254
1898.jpg,256,256,grape_healthy,33,24,247,250
2329.jpg,256,256,pepperbell_bacterial,14,14,219,242
336.JPG,256,256,apple_black_rot,9,11,239,245
419.JPG,256,256,apple_black_rot,18,11,239,227
2256.jpg,256,256,pepperbell_bacterial,13,4,240,240
2438.jpg,256,256,pepperbell_healthy,7,9,247,242
1861.jpg,256,256,grape_healthy,32,10,249,254
1528.jpg,256,256,grape_healthy,14,12,228,246
2426.jpg,256,256,pepperbell_healthy,19,16,247,252
2388.jpg,256,256,pepperbell_bacterial,22,7,248,249
2514.jpg,256,256,pepperbell_healthy,17,7,245,242
2062.jpg,256,256,pepperbell_bacterial,15,6,254,251
1209.JPG,256,256,grape_black_rot,27,25,236,238
1826.jpg,256,256,grape_healthy,17,12,243,235
2058.jpg,256,256,pepperbell_bacterial,26,6,246,246
1013.JPG,256,256,grape_black_rot,14,22,237,236
2202.jpg,256,256,pepperbell_bacterial,15,4,247,238
1520.jpg,256,256,grape_healthy,46,5,236,249
2849.jpg,256,256,pepperbell_healthy,21,5,245,207
1188.JPG,256,256,grape_black_rot,9,6,244,240
272.JPG,256,256,apple_black_rot,17,14,255,220
1748.jpg,256,256,grape_healthy,1,11,239,256
1347.JPG,256,256,grape_black_rot,12,24,233,256
905.JPG,256,256,apple_healthy,25,26,233,241
609.JPG,256,256,apple_healthy,41,15,228,256
2365.jpg,256,256,pepperbell_bacterial,5,10,245,256
2648.jpg,256,256,pepperbell_healthy,14,3,248,245
2615.jpg,256,256,pepperbell_healthy,15,14,244,212
1785.jpg,256,256,grape_healthy,24,17,251,249
1724.jpg,256,256,grape_healthy,3,29,254,256
2165.jpg,256,256,pepperbell_bacterial,19,9,235,256
1609.jpg,256,256,grape_healthy,14,18,253,246
1212.JPG,256,256,grape_black_rot,3,15,236,247
1529.jpg,256,256,grape_healthy,19,4,255,256
2289.jpg,256,256,pepperbell_bacterial,9,6,243,256
2703.jpg,256,256,pepperbell_healthy,22,14,238,248
2784.jpg,256,256,pepperbell_healthy,7,6,249,256
2127.jpg,256,256,pepperbell_bacterial,26,9,229,253
127.JPG,256,256,apple_black_rot,28,15,218,210
613.JPG,256,256,apple_healthy,22,12,227,222
1747.jpg,256,256,grape_healthy,16,22,246,231
1678.jpg,256,256,grape_healthy,9,6,247,247
2502.jpg,256,256,pepperbell_healthy,23,7,229,246
1464.jpg,256,256,grape_healthy,33,10,227,229
1088.JPG,256,256,grape_black_rot,16,10,231,237
73.JPG,256,256,apple_black_rot,14,6,249,183
276.JPG,256,256,apple_black_rot,16,18,231,214
2395.jpg,256,256,pepperbell_bacterial,35,4,232,244
1382.JPG,256,256,grape_black_rot,19,23,236,236
1317.JPG,256,256,grape_black_rot,24,19,250,242
556.JPG,256,256,apple_healthy,29,15,177,247
2023.jpg,256,256,pepperbell_bacterial,8,2,245,256
1820.jpg,256,256,grape_healthy,16,10,245,252
2848.jpg,256,256,pepperbell_healthy,37,6,249,256
1335.JPG,256,256,grape_black_rot,11,9,252,239
1622.jpg,256,256,grape_healthy,4,7,237,239
2511.jpg,256,256,pepperbell_healthy,9,3,237,256
2699.jpg,256,256,pepperbell_healthy,8,3,246,256
63.JPG,256,256,apple_black_rot,23,15,234,256
18.JPG,256,256,apple_black_rot,14,5,235,188
677.JPG,256,256,apple_healthy,25,18,238,224
2053.jpg,256,256,pepperbell_bacterial,9,8,233,249
106.JPG,256,256,apple_black_rot,6,5,256,216
1027.JPG,256,256,grape_black_rot,9,7,243,236
710.JPG,256,256,apple_healthy,36,1,235,256
1038.JPG,256,256,grape_black_rot,24,6,237,240
529.JPG,256,256,apple_healthy,43,22,209,256
528.JPG,256,256,apple_healthy,28,6,221,235
2485.jpg,256,256,pepperbell_healthy,9,9,243,256
1681.jpg,256,256,grape_healthy,32,27,235,233
1555.jpg,256,256,grape_healthy,41,2,241,246
2783.jpg,256,256,pepperbell_healthy,17,6,225,246
1413.JPG,256,256,grape_black_rot,18,7,230,256
1082.JPG,256,256,grape_black_rot,7,21,239,235
354.JPG,256,256,apple_black_rot,15,10,243,247
2212.jpg,256,256,pepperbell_bacterial,22,6,239,236
748.JPG,256,256,apple_healthy,11,9,236,235
2364.jpg,256,256,pepperbell_bacterial,15,1,246,256
280.JPG,256,256,apple_black_rot,21,4,239,184
1037.JPG,256,256,grape_black_rot,17,11,238,239
2055.jpg,256,256,pepperbell_bacterial,12,6,248,237
